spotifyid,DataSet,Wonder,Transcendence,Tenderness,Nostalgia,Peacefulness,Power,Joy,Tension,Sadness,mp3,spec_npy,n_mels,n_frames,tempo,tempo_variance,loudness,energy,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,key,mode,acousticness,danceability,valence
16mEAOIriJH4aIJW8OiZkD,Music-Mouv,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,DataSets\audio\Koba LaD - Guedro.mp3,DataSets\img\Koba LaD - Guedro.npy,128.0,11412.0,[129.19921875],0.00026482410336083685,-21.96463,0.25211992859840393,2659.347308594843,2901.2710159007274,5282.942473216556,0.06106605258138352,1,0,0.9987445238512009,[0.63228685],0.26132979677245755
51GMvFIatytE5bvlDLx4ju,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,DataSets\audio\Christophe Maé - Les mêmes que nous.mp3,DataSets\img\Christophe Maé - Les mêmes que nous.npy,128.0,19899.0,[166.70866935],0.0001224564804039068,-18.063433,0.27690771222114563,2026.944307131408,2649.4725999108946,4052.166909003063,0.03955528232570012,2,0,0.9933656388893723,[0.70127223],0.22743219121580907
1Vf09Cxf2jqSkU6sfueYAq,Music-Mouv,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,DataSets\audio\Diam's - La Boulette (Génération Nan Nan).mp3,DataSets\img\Diam's - La Boulette (Génération Nan Nan).npy,128.0,23144.0,[99.38401442],0.0002633758198589301,-19.462389,0.3132266700267792,3145.8094188958394,3529.1916789551215,6846.018193044861,0.06770609613286345,2,0,0.9894385067746043,[0.59986175],0.3141295179353157
37DnQQzvedZUOhtjEEaHQT,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Yanns - Clic clic pan pan.mp3,DataSets\img\Yanns - Clic clic pan pan.npy,128.0,16407.0,[132.51201923],0.00027154206794410135,-16.294985,0.4207402169704437,2750.158838300033,3188.6253138242278,6157.417300386534,0.0512818315701953,8,0,0.9962633301038295,[0.69318788],0.3235906615434834
6mkBPrs5D4lyHRKYzHHA50,Music-Mouv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,DataSets\audio\Boule - L'ours polaire.mp3,DataSets\img\Boule - L'ours polaire.npy,128.0,13087.0,[151.99908088],0.0002900278712107034,-18.166122,0.31114163994789124,1493.786679858889,2280.500697550691,2920.419660233876,0.02833621023054915,11,0,0.9906499749049544,[0.68726234],0.20329965863988972
57bgtoPSgt236HzfBOd8kj,Music-Mouv,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,DataSets\audio\AC_DC - Thunderstruck.mp3,DataSets\img\AC_DC - Thunderstruck.npy,128.0,29293.0,[132.51201923],0.0002680410845753691,-15.329453,0.44590190052986145,3339.5555804183637,3389.014520177754,6896.364399588428,0.08546739068506995,11,0,0.9971138518303633,[0.70185862],0.3712710055378447
1etiUDkISHELzQGMY79ryt,Music-Mouv,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,DataSets\audio\Bastille - Quarter Past Midnight.mp3,DataSets\img\Bastille - Quarter Past Midnight.npy,128.0,11538.0,[77.13386194],0.004476071299329388,-13.473908,0.46440553665161133,2912.406230563257,3415.842015814169,6367.200023937475,0.05908733758678809,8,0,0.9949383181519806,[0.61500439],0.3489622609214209
0UFDKFqW2oGspYeYqo9wjA,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Linkin Park - Bleed It Out.mp3,DataSets\img\Linkin Park - Bleed It Out.npy,128.0,16443.0,[139.67483108],0.00024615728313686166,-13.0959015,0.5209144949913025,2993.8534515817346,2964.620453268017,5809.08745085125,0.08293613723919721,6,0,0.9982943849172443,[0.73919435],0.37322839510254974
7CXmNtoDEik3cfe9DghQHG,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Collectif Métissé - Sexy Lady.mp3,DataSets\img\Collectif Métissé - Sexy Lady.npy,128.0,11522.0,[129.19921875],0.00025483975258283105,-11.375585,0.5419773459434509,3280.9239009864646,3218.9650448835164,7190.204278099493,0.07591420380831822,6,0,0.9943135031498969,[0.72742898],0.39938737538024793
5CbCgXCMti2YOgcisqmdWC,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Lúnasa - Eanáir.mp3,DataSets\img\Lúnasa - Eanáir.npy,128.0,32979.0,[93.96306818],0.0021344171639308767,-17.665817,0.46774646639823914,2826.8827647245175,3284.7236800950927,6251.883456482566,0.0629897939145779,9,0,0.9935331293381751,[0.64369831],0.34437433978104753
4jrMslkQYy6HVqKKPX2WXf,Music-Mouv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Depeche Mode - Somebody.mp3,DataSets\img\Depeche Mode - Somebody.npy,128.0,26101.0,[156.60511364],0.0006909276823628916,-20.688314,0.28372275829315186,1735.5112967522032,2528.0814811327855,3465.157988881583,0.03217413107179396,7,0,0.9963894302491099,[0.68771259],0.21027500588119752
6WFo74afaWutWhjwtlz4Ki,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Great Big Sea - Run Runaway.mp3,DataSets\img\Great Big Sea - Run Runaway.npy,128.0,22313.0,[129.19921875],0.00010093670952766321,-20.259258,0.41746342182159424,3445.833619626587,3443.219716783621,7375.437466362227,0.0916235794900229,2,0,0.9972630399279296,[0.68690752],0.36887671524897053
3kHDkEajJ4G02y2U6Xf0fm,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Renaud - Laisse béton.mp3,DataSets\img\Renaud - Laisse béton.npy,128.0,8437.0,[135.99917763],0.0005221228482640179,-25.649614,0.3334595859050751,2460.662814412294,2701.009124177913,4717.004154321333,0.05450023705191276,7,0,0.9930211389437318,[0.66882554],0.275197382929178
332cZrFqQCo1u7jixKukF2,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Titi Robin - Ma Gavali Rumba.mp3,DataSets\img\Titi Robin - Ma Gavali Rumba.npy,128.0,27146.0,[107.66601562],0.00115728686369613,-19.40012,0.38489383459091187,2390.9848556000625,3238.354230953825,5373.99898271433,0.04638323117595484,11,0,0.992669802159071,[0.63863124],0.28769693523697476
2kUKeN9ZpYHqfBjB8Gphb2,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Naps - Best life.mp3,DataSets\img\Naps - Best life.npy,128.0,19711.0,[139.67483108],0.00016498399116258316,-18.137718,0.33769479393959045,2800.327315231466,3052.8523776498755,5760.04559151457,0.06229275799932265,7,0,0.9535348638892174,[0.66320127],0.29925341899529456
6MTuYHLWVgs25adPBzg5X6,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Yves Deruyter - Animals - Remix.mp3,DataSets\img\Yves Deruyter - Animals - Remix.npy,128.0,25915.0,[99.38401442],0.0026971448367551884,-15.925764,0.42765679955482483,2555.147246800355,2853.5039316223692,5625.828586288191,0.0543809515976391,11,0,0.9905409961938858,[0.63837262],0.31289541630496526
0HqZX76SFLDz2aW8aiqi7G,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Imagine Dragons - Bones.mp3,DataSets\img\Imagine Dragons - Bones.npy,128.0,9299.0,[114.84375],0.0004192723455546487,-15.038763,0.336734801530838,2656.6560483901008,3052.6214497056844,5531.137553260394,0.05349395748142714,5,0,0.9989847524557263,[0.6366461],0.2893553370696194
7bp3zmEvpHLa0h32nhDUkB,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Stromae - L’enfer.mp3,DataSets\img\Stromae - L’enfer.npy,128.0,10676.0,[89.10290948],0.0030646417300259085,-20.959639,0.24011066555976868,2351.103648838878,2776.287586271631,4687.130802023858,0.05454082976481783,2,0,0.9984982906607911,[0.5613745],0.2367771317758481
3aQem4jVGdhtg116TmJnHz,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Drake - What’s Next.mp3,DataSets\img\Drake - What’s Next.npy,128.0,10030.0,[129.19921875],0.00025629790283532045,-10.344445,0.5506587028503418,3129.685957692278,3722.564821415662,6877.7509411806195,0.05241045558296678,0,0,0.9981609067181125,[0.73160523],0.3921986314629325
4h9wh7iOZ0GGn8QVp4RAOB,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\OneRepublic - I Ain't Worried.mp3,DataSets\img\OneRepublic - I Ain't Worried.npy,128.0,8382.0,[69.83741554],0.000770247508934669,-14.567828,0.4294317662715912,2548.3583554048923,2995.142360739725,5439.570440995066,0.0519018622316482,5,0,0.9961082630325109,[0.5915757],0.3130344791175232
1OSSwdPGbRPm6PkugpOQhP,Music-Mouv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Mozart Opera Rock - Bim bam boum.mp3,DataSets\img\Mozart Opera Rock - Bim bam boum.npy,128.0,16927.0,[114.84375],0.0004968788486427523,-15.362321,0.4086930751800537,2519.8817825758897,2863.049535161049,5330.805198187461,0.05289131895620413,5,0,0.9891290310770273,[0.65734695],0.30422314389841054
6FrW2Rm1BUHEL29joWJCLo,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Fares Karam - ريتنى.mp3,DataSets\img\Fares Karam - ريتنى.npy,128.0,25187.0,[105.46875],0.000190312597644039,-15.87307,0.33438411355018616,3103.0022514326497,3205.550632931985,6267.953730636207,0.0851592750299622,9,0,0.9856911199167371,[0.61580633],0.31832818794557205
6mICuAdrwEjh6Y6lroV2Kg,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Shakira - Chantaje (feat. Maluma).mp3,DataSets\img\Shakira - Chantaje (feat. Maluma).npy,128.0,19722.0,[135.99917763],0.0015825975191117974,-14.4305525,0.43109801411628723,2431.9995281312567,2937.518102329189,5105.724394136877,0.045007274634647085,1,0,0.990957286208868,[0.70068373],0.3058326399141795
1mea3bSkSGXuIRvnydlB5b,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Coldplay - Viva La Vida.mp3,DataSets\img\Coldplay - Viva La Vida.npy,128.0,24215.0,[139.67483108],0.0003306437427268223,-25.552063,0.4712982773780823,1945.3237120971287,2401.6362971739763,3907.557286016835,0.04564363320767608,8,0,0.9953174013644457,[0.72166328],0.28678767326583604
7mt5dPjDkTJibqv1apN37A,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Nolay - Corn.mp3,DataSets\img\Nolay - Corn.npy,128.0,30866.0,[143.5546875],0.0006889285341022349,-30.972912,0.1454908400774002,2641.712888308334,2837.3951218331927,5032.898827610729,0.06275651066155727,1,0,0.9997322544222698,[0.62099884],0.22461113924635567
7e89621JPkKaeDSTQ3avtg,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Lynyrd Skynyrd - Sweet Home Alabama.mp3,DataSets\img\Lynyrd Skynyrd - Sweet Home Alabama.npy,128.0,15973.0,[97.50884434],0.0005833301967589314,-18.162498,0.5692132115364075,1781.5218963143616,2144.4043996922796,3612.3458602778837,0.0430546020383595,7,0,0.9969767357688397,[0.68457806],0.30850586359975996
2QpUWi6VSNOt2WyH5FIeLD,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Aya Nakamura - Pookie.mp3,DataSets\img\Aya Nakamura - Pookie.npy,128.0,17940.0,[97.50884434],0.0005133281307657396,-14.999189,0.3612932562828064,2094.8987653205863,2584.6021587342548,4333.398263700694,0.04559634270644577,1,0,0.9965696106664836,[0.6151357],0.2600910031156412
6kasGUkeJa8Azyvl2zW9Ur,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\SYR - Tir N'aill.mp3,DataSets\img\SYR - Tir N'aill.npy,128.0,28831.0,[101.33272059],0.00030972200383876786,-13.057267,0.40652450919151306,1898.285161461968,2686.430237134593,3975.8488991620275,0.03384351609375629,2,0,0.9981571534881368,[0.63711509],0.26206051382796886
7MJQ9Nfxzh8LPZ9e9u68Fq,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Eminem - Lose Yourself.mp3,DataSets\img\Eminem - Lose Yourself.npy,128.0,18068.0,[172.265625],0.00010806800373192914,-15.455102,0.3597511649131775,2291.1345635609446,2540.4351989140423,4550.52770643915,0.052442341209920966,2,0,0.9973970323335379,[0.73949211],0.27265935920845547
6m1TWFMeon7ai9XLOzdbiR,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\BTS - FAKE LOVE.mp3,DataSets\img\BTS - FAKE LOVE.npy,128.0,24230.0,[156.60511364],0.00017549230274782574,-13.391278,0.37775135040283203,4176.965095431128,3794.657618127464,8575.81739731822,0.10225035188068998,2,0,0.998982488294132,[0.7199198],0.4043814564963526
6ocbgoVGwYJhOv1GgI9NsF,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Ariana Grande - 7 rings.mp3,DataSets\img\Ariana Grande - 7 rings.npy,128.0,10103.0,[69.83741554],0.0003657030179811832,-18.305635,0.26996493339538574,2412.9014300907584,3036.6828741910717,5296.467681863724,0.04499689591832337,8,0,0.9921140009537339,[0.53708867],0.2508484064711791
36CBgM1zHMkAbi1P4bC9AE,Music-Mouv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Manu Dibango - Un soir au village.mp3,DataSets\img\Manu Dibango - Un soir au village.npy,128.0,23739.0,[178.20581897],0.0001471311444888037,-17.556227,0.3913632333278656,1361.6160823821579,1820.7243355590583,2617.0029360396697,0.029178428528635007,3,0,0.9997531088883989,[0.76071515],0.22122881660143237
73V8Goi8gRq2zwUkyWo8XE,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Shay - PMW.mp3,DataSets\img\Shay - PMW.npy,128.0,10433.0,[129.19921875],0.0017669844078541056,-17.350073,0.4099394679069519,2777.3070291785134,3064.494310429165,5799.9153033625225,0.058096829008318494,9,0,0.9949404313229024,[0.68362533],0.32180029124755155
6kFKyM6lv22Q3KJaIopkIe,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Jul - Superstar.mp3,DataSets\img\Jul - Superstar.npy,128.0,23718.0,[123.046875],0.00013350382956134349,-15.546322,0.3410605788230896,2761.293711139749,3287.3812848143543,5943.109251860101,0.05270731864016839,7,0,0.9995726599008776,[0.65195587],0.29777310701701315
3sJrYXBaNIzUG1rUsarigP,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Flavia Coelho - Bossa Bika Nova.mp3,DataSets\img\Flavia Coelho - Bossa Bika Nova.npy,128.0,24800.0,[114.84375],0.0008736713213949775,-18.433422,0.3772397041320801,3776.0706994253246,4240.025480194842,8804.737343044128,0.07402577821438604,6,0,0.9917983217164874,[0.64775226],0.37748461467238165
7sKDftgGirHWTVFMtJoDoh,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Aya Nakamura - Djadja.mp3,DataSets\img\Aya Nakamura - Djadja.npy,128.0,17115.0,[97.50884434],0.0006559702321193476,-14.430501,0.3635103404521942,3471.113089614712,3642.7680782585626,7538.375477913431,0.07473826720541348,5,0,0.9972292364109308,[0.6160946],0.3525776527917122
2HD5BWFthrNf2uFyEhi53d,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Metallica - Orion.mp3,DataSets\img\Metallica - Orion.npy,128.0,50719.0,[129.19921875],0.0015989800229287943,-18.958113,0.34636303782463074,2767.4644654376393,2922.3004607636976,5441.666433433244,0.059537898270287284,4,0,0.9997534839785658,[0.66403754],0.29995197697071957
4DmImFE1FJ2h6SjFkiqS5g,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Olivia Ruiz - Les météores.mp3,DataSets\img\Olivia Ruiz - Les météores.npy,128.0,10757.0,[105.46875],0.00016204037775894773,-14.142677,0.4696422219276428,2659.932467780618,2983.1425146000383,5417.426201809566,0.06286785786562331,7,0,0.9966019855346531,[0.66452932],0.3338762384945888
2ICdvchXmDh5mdLyyL2opB,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Orelsan - Basique.mp3,DataSets\img\Orelsan - Basique.npy,128.0,16300.0,[132.51201923],0.0006579922110312011,-12.450619,0.3895419239997864,2608.0038511934936,2986.4271265170696,5472.870869068977,0.04822604246429589,4,0,0.9907222278416157,[0.68094142],0.30371423141282833
06jSEWSPjIowiquOM7Q1L8,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Serj Tankian - Baby.mp3,DataSets\img\Serj Tankian - Baby.npy,128.0,21085.0,[114.84375],0.001682409630968938,-14.674082,0.42068836092948914,2592.2474840677596,2977.0590273739854,5296.38897450667,0.058660239704930894,11,0,0.9987134818220511,[0.6645402],0.3130459525810137
1r35X2XHPsksJ9aAbZPaO1,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Blind Guardian - Tanelorn (Into the Void).mp3,DataSets\img\Blind Guardian - Tanelorn (Into the Void).npy,128.0,35886.0,[161.49902344],0.0001180205016558372,-13.461438,0.584144115447998,3097.4770275812507,3263.263338559279,6265.94893693384,0.07085629145098674,5,0,0.9995919202629011,[0.79707705],0.40121317365474934
5CPXR6lDTvngxtmMZxnWmC,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Dream Theater - Pull Me Under.mp3,DataSets\img\Dream Theater - Pull Me Under.npy,128.0,49713.0,[103.359375],0.0006455866863326857,-11.024619,0.5804752111434937,3143.6007948801075,3550.8911515880964,7050.374724129475,0.05899990412039632,4,0,0.9887330122292042,[0.69533503],0.40306512337317174
60udb73Xe8KJ7IzBhn3ptV,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Philippe Katerine - Louxor j'adore.mp3,DataSets\img\Philippe Katerine - Louxor j'adore.npy,128.0,17964.0,[135.99917763],4.7668039360004166e-05,-12.968074,0.44693225622177124,2671.3469806742532,2994.384575507918,5432.207997524923,0.051500686175111485,9,0,0.998608858557418,[0.70851233],0.3270672174522073
0bv5vUJCvXM9G0cbjeikyY,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Jimmy Smith - Back At The Chicken Shack.mp3,DataSets\img\Jimmy Smith - Back At The Chicken Shack.npy,128.0,27470.0,[107.66601562],0.0007992806112781584,-19.4379,0.3748984634876251,1433.3201365121363,2610.0162604458574,2669.9042217548076,0.022551164280431107,5,0,0.9792392887175083,[0.63082261],0.2205208302633508
1zM2dzrpBC2y3PxARrCUwJ,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Jul - Ma chérie.mp3,DataSets\img\Jul - Ma chérie.npy,128.0,18141.0,[129.19921875],0.0006670131220116869,-15.193614,0.34640374779701233,3045.3660457859237,3275.367989499189,6353.4910578223,0.06704827141062972,11,0,0.988906173966825,[0.66043534],0.31849231898473235
1xiBH94p5CA6MYqKbA7MgT,Music-Mouv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Jacques Brel - Au suivant.mp3,DataSets\img\Jacques Brel - Au suivant.npy,128.0,10420.0,[107.66601562],0.001416521842745871,-27.277878,0.30563884973526,1851.9084087430501,2243.3928051888533,3499.5017953516713,0.04489385663300836,3,0,0.9951763143762946,[0.61304841],0.22534017716129004
3iOessvbLqaBZdCUkUw2uy,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Mcfly & Carlito - TikTok Girl.mp3,DataSets\img\Mcfly & Carlito - TikTok Girl.npy,128.0,20438.0,[120.18531977],0.0006748830639484928,-15.924512,0.388024240732193,3300.4361480032567,3604.825173610162,7254.2820598539665,0.07115505768725501,7,0,0.9985216087661684,[0.66249082],0.34937049011094806
2Az30cWGwvOHpsI0eMSwTQ,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Alan Jackson - There Is Power In The Blood.mp3,DataSets\img\Alan Jackson - There Is Power In The Blood.npy,128.0,8915.0,[109.95678191],0.0007722801412900984,-17.906006,0.36007675528526306,1817.3769222408957,2431.728767731927,3602.755294980629,0.03835910539295481,7,0,0.9991186726256274,[0.63632645],0.2411840465778141
7EUSByOz1UUx78lLDxfxRQ,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\YUI - again.mp3,DataSets\img\YUI - again.npy,128.0,25756.0,[139.67483108],0.00034562839278807524,-13.646586,0.5152184963226318,2621.8759628924727,3090.497501336879,5421.963286374048,0.05780156957858141,4,0,0.9925510254688561,[0.73538123],0.3465312296337088
3kg2Mpbpao0bUGHxtKDMCK,Music-Mouv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Lena Raine - Exhale.mp3,DataSets\img\Lena Raine - Exhale.npy,128.0,14085.0,[77.13386194],0.003630174413160697,-23.95337,0.23958885669708252,532.5480887964409,664.5513474849042,820.5852669233266,0.02147793488789053,7,0,0.9979053176939487,[0.54105449],0.11536615815212357
3v6ClatJ2nG0TIpfL3HwY1,Music-Mouv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Renaud - Morgane de toi.mp3,DataSets\img\Renaud - Morgane de toi.npy,128.0,20981.0,[103.359375],0.0006759671132498267,-22.918392,0.2596001625061035,2029.3972314152554,2535.211590414616,4418.350893372842,0.043859523502780697,2,0,0.9928031289018691,[0.58973339],0.22182653626305152
205HNJ73cgpC0LAOnuQiWT,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,DataSets\audio\Kofs - Bande organisée.mp3,DataSets\img\Kofs - Bande organisée.npy,128.0,37381.0,[71.77734375],0.0034017637634028686,-13.938926,0.38200631737709045,2838.3535725272254,3090.4741734512995,5879.714781086456,0.06147645500745411,8,0,0.9874305939301848,[0.57610788],0.31655901062751185
7mrxyr7hNwU2aq56Jr735W,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Gareth Coker - Separated by the Storm.mp3,DataSets\img\Gareth Coker - Separated by the Storm.npy,128.0,22705.0,[93.96306818],0.0007737833900447327,-36.113846,0.15683887898921967,1128.7552380652075,1542.9189064864463,1947.9786040129948,0.0304402760821487,1,0,0.999457813508343,[0.54203734],0.12752997553408707
6HZILIRieu8S0iqY8kIKhj,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Kendrick Lamar - DNA..mp3,DataSets\img\Kendrick Lamar - DNA..npy,128.0,18666.0,[139.67483108],0.0005777181774274557,-11.094648,0.4776960015296936,2548.4926177407915,3155.431206234691,5819.371582213467,0.04133599313697288,11,0,0.9988345395540819,[0.72496823],0.32913150835928395
4npOigvIBuT6ui5gwjGdhf,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Koba LaD - Doudou.mp3,DataSets\img\Koba LaD - Doudou.npy,128.0,10059.0,[129.19921875],0.0008247256977151206,-11.750065,0.3487357497215271,3566.5624449098113,3843.591099024967,7735.465213004241,0.07809293259103763,9,0,0.9967875743750483,[0.66383981],0.35401607956782977
0ah6qyhi2jlBP6D7JLxZrt,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Sampha - Plastic 100°C.mp3,DataSets\img\Sampha - Plastic 100°C.npy,128.0,31618.0,[132.51201923],0.0005632467953167623,-20.442183,0.21556849777698517,1750.9205759268045,2651.0832925675004,3427.779461183353,0.03365590531822605,8,0,0.9997043890180066,[0.62594433],0.18858420432078202
6NEoeBLQbOMw92qMeLfI40,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\BLACKPINK - WHISTLE.mp3,DataSets\img\BLACKPINK - WHISTLE.npy,128.0,21156.0,[103.359375],0.0005620063160468956,-12.437111,0.39977020025253296,3296.2720336841116,3475.7498058366045,6836.142049167044,0.06569006665191801,1,0,0.9973029335960746,[0.63795667],0.3530082023297851
3JuVcIgT9s0uvbmuQCyClB,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Jul - Alors la zone.mp3,DataSets\img\Jul - Alors la zone.npy,128.0,20500.0,[126.04801829],0.00042486538699208927,-14.930527,0.31120362877845764,2573.12914080224,2640.7547509845303,5376.539718888047,0.06213953411713485,0,0,0.9880846543237567,[0.64317612],0.27527648564630186
0Wr98MVkENZXddiLB3bPb0,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Louise Attaque - J't'emmène au vent.mp3,DataSets\img\Louise Attaque - J't'emmène au vent.npy,128.0,10370.0,[135.99917763],0.0005474818613609933,-16.186226,0.3716805875301361,2860.5118942556182,3231.4686119884223,5889.48052385384,0.058201791137203314,8,0,0.9986621864372864,[0.68344622],0.3145943221270866
7iTwZ8bxJRgX6HfkVdDa2D,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Rita Payés - Quien lo diría.mp3,DataSets\img\Rita Payés - Quien lo diría.npy,128.0,33457.0,[105.46875],0.0013795717864545016,-16.82733,0.3517126441001892,1208.3083971589685,2029.1980785817864,2051.9826689215565,0.021616048442542595,10,0,0.990908108651638,[0.6233215],0.19779144117732764
