spotifyid,DataSet,Wonder,Transcendence,Tenderness,Nostalgia,Peacefulness,Power,Joy,Tension,Sadness,mp3,spec_npy,n_mels,n_frames
5KqOhTwZDKwMJuPM0LdSHb,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Yma Sumac - Clamor.mp3,DataSets\img\Yma Sumac - Clamor.npy,128.0,17350.0
2rkExPLqC47S8np0Sd9UGf,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Susana Baca - Avelino Ciudad.mp3,DataSets\img\Susana Baca - Avelino Ciudad.npy,128.0,21456.0
3dTcwy3L3fOP0vm4Lz0zdD,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Los Saicos - Demolición.mp3,DataSets\img\Los Saicos - Demolición.npy,128.0,17300.0
6R5Bfkqk8HTrFFRGSLtC6I,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Yma Sumac - Cholo Traicionero.mp3,DataSets\img\Yma Sumac - Cholo Traicionero.npy,128.0,5036.0
34uN2ZtxmRa1FfduaMm4cA,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Alturas - La Flor de la Canela.mp3,DataSets\img\Alturas - La Flor de la Canela.npy,128.0,22841.0
1Ai6HBxGvkIJ7oakCbcor0,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Susana Baca - El Fusil del Poeta.mp3,DataSets\img\Susana Baca - El Fusil del Poeta.npy,128.0,30834.0
3m8iCkusLrMAGlaGM5Vz0l,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Chabuca Granda - Donde Estas Adelita.mp3,DataSets\img\Chabuca Granda - Donde Estas Adelita.npy,128.0,17958.0
7zX9GYeecG23zb0aoCImXk,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Don Francisco Pezo Alva - Rostro De Sangre (Bloody Face).mp3,DataSets\img\Don Francisco Pezo Alva - Rostro De Sangre (Bloody Face).npy,128.0,18032.0
3wb8yPZwJoF4grugTS0Lcf,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Don Francisco Pezo Alva - Espejo De La Vida.mp3,DataSets\img\Don Francisco Pezo Alva - Espejo De La Vida.npy,128.0,3351184.0
6j35G4WM4iU9yeJaKlL9C2,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\El Hijo De La Cumbia - Para Bailar - Alika Y Nueva Alianza Remix.mp3,DataSets\img\El Hijo De La Cumbia - Para Bailar - Alika Y Nueva Alianza Remix.npy,128.0,20542.0
4kAHu3oCCUxGcgGJqPGQqO,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Michi Sarmiento y su Combo Bravo - Mirame San Miguel.mp3,DataSets\img\Michi Sarmiento y su Combo Bravo - Mirame San Miguel.npy,128.0,16193.0
0TubItHcnUNfjN0uAnycx0,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Son Palenque - Dame Un Trago.mp3,DataSets\img\Son Palenque - Dame Un Trago.npy,128.0,26305.0
3aHaoQ9Y2fp1yVBE7o0hP8,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Los Tupamaros - En la Puerta del Horno.mp3,DataSets\img\Los Tupamaros - En la Puerta del Horno.npy,128.0,2531.0
3G0IW1zCqv0WTSO1Ty3gcw,Trompa-Mer,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,DataSets\audio\Guayacán Orquesta - Aprendiendo a Amar - Salsa.mp3,DataSets\img\Guayacán Orquesta - Aprendiendo a Amar - Salsa.npy,128.0,26498.0
3b0QSi8e6bJGf7d21qWBpT,Trompa-Mer,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,DataSets\audio\La Sonora Dinamita - No Me Dejes Solo.mp3,DataSets\img\La Sonora Dinamita - No Me Dejes Solo.npy,128.0,15526.0
6TWrhSSWeUPL1PPfhNuZZ1,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Shakira - Si Te Vas - En Vivo.mp3,DataSets\img\Shakira - Si Te Vas - En Vivo.npy,128.0,23481.0
1zuqHCQBv9gDtza9o4FnPC,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Fruko Y Sus Tesos - Descarga Fruko.mp3,DataSets\img\Fruko Y Sus Tesos - Descarga Fruko.npy,128.0,23664.0
0mfsOBQSQYHgJKD95suX5Z,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Totó La Momposina - La Candela Viva.mp3,DataSets\img\Totó La Momposina - La Candela Viva.npy,128.0,26017.0
1aBlatezFnRkXYNMTpKDUF,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Lumbalú - Mi vieja.mp3,DataSets\img\Lumbalú - Mi vieja.npy,128.0,14024.0
72C5xC43NiRHNxToiS5Ooe,Trompa-Mer,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,DataSets\audio\Alejandro Wills - Ojeras.mp3,DataSets\img\Alejandro Wills - Ojeras.npy,128.0,18666.0
7psjUPEJKUCGUqfzNLNrD3,Trompa-Mer,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,DataSets\audio\Marta Gómez - Canción de cuna para dormir a un negrito.mp3,DataSets\img\Marta Gómez - Canción de cuna para dormir a un negrito.npy,128.0,15383.0
7p0eXdWNyOG1yTVFizpfzs,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,DataSets\audio\La-33 - Arrullo y Son.mp3,DataSets\img\La-33 - Arrullo y Son.npy,128.0,39883.0
2KeuITUac0VamR5r8bOWYv,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,DataSets\audio\Los Warahuaco - El Pescador de Barú.mp3,DataSets\img\Los Warahuaco - El Pescador de Barú.npy,128.0,17261.0
7aW5GTai2cXQNETwgwNare,Trompa-Mer,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,DataSets\audio\Alfredo Gutierrez - El Guayabito.mp3,DataSets\img\Alfredo Gutierrez - El Guayabito.npy,128.0,18625.0
1TPZ028i7BWWS5xW4UN9ss,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Carlos Vives - La Tierra del Olvido.mp3,DataSets\img\Carlos Vives - La Tierra del Olvido.npy,128.0,25991.0
2kyZ91ZBJOxaBLiDtdF6uj,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,DataSets\audio\Cimarron - Mi sombrero (My Hat).mp3,DataSets\img\Cimarron - Mi sombrero (My Hat).npy,128.0,21472.0
3stiWNufj1DFhrayLkkIad,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Los Corraleros De Majagual - Cumbia Saramuya.mp3,DataSets\img\Los Corraleros De Majagual - Cumbia Saramuya.npy,128.0,17786.0
0gKhhJ2vOwfPSl4s8vwWSi,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Los Caballeros De Colón - Con Los Caballeros.mp3,DataSets\img\Los Caballeros De Colón - Con Los Caballeros.npy,128.0,18787.0
0wM1XOILTiDEUKee1TBCMP,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,DataSets\audio\Yin Carrizo - 20 de Enero en Ocu.mp3,DataSets\img\Yin Carrizo - 20 de Enero en Ocu.npy,128.0,17420.0
3I0LuwMIeMbsoYqC8tMezc,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Rubén Blades - La Ruta.mp3,DataSets\img\Rubén Blades - La Ruta.npy,128.0,24792.0
2KIx8hXDl98Eiiag6WPqrM,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Rubén Blades - Te Odio Y Te Quiero.mp3,DataSets\img\Rubén Blades - Te Odio Y Te Quiero.npy,128.0,13622.0
4XXPUMw5HXzcjjvcc4kWjo,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Azuquita - Mujer Celosa.mp3,DataSets\img\Azuquita - Mujer Celosa.npy,128.0,39828.0
2fw385fOlwRdOMuZ7W2TmC,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Los Locos - El Venao.mp3,DataSets\img\Los Locos - El Venao.npy,128.0,29277.0
27FQODDsgQRCrhqs3cFZmF,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Rumbatá Big Band - Porro Medley.mp3,DataSets\img\Rumbatá Big Band - Porro Medley.npy,128.0,50003.0
0AtkLMheB17C3CYc1FbzmI,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Oscar D'León - Mi Raza Negra.mp3,DataSets\img\Oscar D'León - Mi Raza Negra.npy,128.0,15250.0
4JApaWpUcDWCr8aVfiaaze,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Fruko Y Sus Tesos - Fruko's Boogaloo.mp3,DataSets\img\Fruko Y Sus Tesos - Fruko's Boogaloo.npy,128.0,25638.0
3AqYTORI0rYSqnqBw6gCb5,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,DataSets\audio\La tropa - Lluvia Con Nieve.mp3,DataSets\img\La tropa - Lluvia Con Nieve.npy,128.0,18256.0
6qncrp6Vl1imTPpxcV3DoK,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Wayne Gorbea's Salsa Picante - Dejame Un Lado.mp3,DataSets\img\Wayne Gorbea's Salsa Picante - Dejame Un Lado.npy,128.0,40876.0
6OjwMUQIffS74Z2qIsWmVO,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Marco Barrientos - Nada Es Imposible.mp3,DataSets\img\Marco Barrientos - Nada Es Imposible.npy,128.0,25863.0
4yTLmbmdClGtxiABVcpEk2,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Chango Farias Gomez - Rumbas - En Vivo.mp3,DataSets\img\Chango Farias Gomez - Rumbas - En Vivo.npy,128.0,39656.0
4iEBAbgNDDeAX4hrU2HdhS,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Suni Paz - La Pájara Pinta (The Spotted Bird).mp3,DataSets\img\Suni Paz - La Pájara Pinta (The Spotted Bird).npy,128.0,5587.0
08oSf3enmWZfZVQMSSUw1I,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Soledad Bravo - Si el poeta eres tú.mp3,DataSets\img\Soledad Bravo - Si el poeta eres tú.npy,128.0,15733.0
4InZI0b1MRtKyb1RIot3If,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Atahualpa Yupanqui - Nada Mas (Homenaje a Ernesto Guevara).mp3,DataSets\img\Atahualpa Yupanqui - Nada Mas (Homenaje a Ernesto Guevara).npy,128.0,19643.0
6PUZONcaV2zDpla9EAWbVQ,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Caterina Valente - Quiéreme mucho.mp3,DataSets\img\Caterina Valente - Quiéreme mucho.npy,128.0,18823.0
15VJ4TNlnzk8RMSRl64WTt,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,DataSets\audio\De Norte A Sur - El gavilan (Venezuela).mp3,DataSets\img\De Norte A Sur - El gavilan (Venezuela).npy,128.0,14986.0
4O2LZzOjxDem3j71yhin48,Trompa-Mer,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,DataSets\audio\Guillermo Portabales - Se contento el jibarito.mp3,DataSets\img\Guillermo Portabales - Se contento el jibarito.npy,128.0,16336.0
3HWHxXHUce8CoNRKYbZdKJ,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
2ntFTAnS3pwXsSP0PXTVm6,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Mercedes Sosa - Chacarera De Las Piedras.mp3,DataSets\img\Mercedes Sosa - Chacarera De Las Piedras.npy,128.0,6334.0
6tx719DGT8HQhTN61h3CAj,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Juan Gabriel - Buenos Días Señor Sol.mp3,DataSets\img\Juan Gabriel - Buenos Días Señor Sol.npy,128.0,16357.0
0Rz0bLu0ksdYv8Szl4yxM7,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Chalino Sanchez - El Cabo Sauceda.mp3,DataSets\img\Chalino Sanchez - El Cabo Sauceda.npy,128.0,25952.0
2Wt26eFSwT5bSZV6QmtmEB,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Zoé - Renacer.mp3,DataSets\img\Zoé - Renacer.npy,128.0,21091.0
0MKIqxYl2dWOzoZ1CVmewF,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,
7CkmgkUbROGmod72MW5SCy,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Trio Mexico - Peregrina.mp3,DataSets\img\Trio Mexico - Peregrina.npy,128.0,23220.0
4SG79mPALRVkhL33THFL8v,Trompa-Mer,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,DataSets\audio\Pedro Infante - Fallaste Corazón.mp3,DataSets\img\Pedro Infante - Fallaste Corazón.npy,128.0,22499.0
60uWDMpOnm7dK3KhRKsMQQ,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Lydia Mendoza - Te Dedico Esta Canción.mp3,DataSets\img\Lydia Mendoza - Te Dedico Esta Canción.npy,128.0,16227.0
7BCiiW82fpEmlj6MlauO8L,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Los Campesinos De Michoacan - Una Plegaria a Mi Madre.mp3,DataSets\img\Los Campesinos De Michoacan - Una Plegaria a Mi Madre.npy,128.0,16817.0
1F2Dirip1GstLUIGcK2WSw,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Los Camperos de Valles - La Leva.mp3,DataSets\img\Los Camperos de Valles - La Leva.npy,128.0,19811.0
2JS8zVzrwyQip7fVA5rf3M,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\José Feliciano - Bamboleo _ Caballo Viejo.mp3,DataSets\img\José Feliciano - Bamboleo _ Caballo Viejo.npy,128.0,40972.0
5EmEWen4st0uU1tVT1ZCIq,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Ivy Queen - Entiende.mp3,DataSets\img\Ivy Queen - Entiende.npy,128.0,20626.0
068i7gxb7kxAAH7LPSpyvT,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Marc Anthony - Celos.mp3,DataSets\img\Marc Anthony - Celos.npy,128.0,28718.0
6w65FnNlAuJ3YaKcb4ReWT,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Trío Borinquen - Mi Patria Tiembla.mp3,DataSets\img\Trío Borinquen - Mi Patria Tiembla.npy,128.0,15850.0
5nPLu9o9YYwDtQ3uZDDlm5,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Ray Barretto - Alma Con Alma.mp3,DataSets\img\Ray Barretto - Alma Con Alma.npy,128.0,15615.0
6BnvLEgL43G3la9JPjnwAA,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Ecos de Borinquen - Soñando con regresar (Dreaming of Returning).mp3,DataSets\img\Ecos de Borinquen - Soñando con regresar (Dreaming of Returning).npy,128.0,25082.0
6fBg13RcsIcctdPANAiwI5,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Los Jibaros - Aguinaldo De Nacimiento.mp3,DataSets\img\Los Jibaros - Aguinaldo De Nacimiento.npy,128.0,38937.0
5CgfPOaeREAvGeczYCwta8,Trompa-Mer,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,DataSets\audio\Eddie Bobé - Rumba Para Los Olu Bata.mp3,DataSets\img\Eddie Bobé - Rumba Para Los Olu Bata.npy,128.0,42851.0
2ZowHpJhRCJO5l6WR9aQsd,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Chango Farias Gomez - Los Ejes de Mi Carreta - En Vivo.mp3,DataSets\img\Chango Farias Gomez - Los Ejes de Mi Carreta - En Vivo.npy,128.0,59438.0
6lRhgvPcajzV9p3jE0zCsf,Trompa-Mer,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,DataSets\audio\Ingrid Rosario - Que Se Llene Tu Casa.mp3,DataSets\img\Ingrid Rosario - Que Se Llene Tu Casa.npy,128.0,25032.0
4f131ZKqnk9SudTFYcnJU7,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Soledad Bravo - Hasta siempre.mp3,DataSets\img\Soledad Bravo - Hasta siempre.npy,128.0,27026.0
08b79I9eCjbiERXg03Xr2X,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,DataSets\audio\Daniel Viglietti - Canción del Hombre Nuevo.mp3,DataSets\img\Daniel Viglietti - Canción del Hombre Nuevo.npy,128.0,8782.0
4JDTHGwzppvlFD6cXHjt5h,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Mercedes Sosa - Guitarra Dímelo Tú - En Vivo.mp3,DataSets\img\Mercedes Sosa - Guitarra Dímelo Tú - En Vivo.npy,128.0,28857.0
1z8095s2trSiUUDIjSz9UJ,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Tahuantinsuyo - Zorzalito Negro.mp3,DataSets\img\Tahuantinsuyo - Zorzalito Negro.npy,128.0,18583.0
6rIaNE6siPSCPpTnOr0V20,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Orquesta Melodías del 40 - Inspiración para Ti - Remasterizado.mp3,DataSets\img\Orquesta Melodías del 40 - Inspiración para Ti - Remasterizado.npy,128.0,18572.0
64RQNE6m3Hcbcn6hcBpGf7,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Cartola - Sei Chorar.mp3,DataSets\img\Cartola - Sei Chorar.npy,128.0,8437.0
6qyqNr0pXGG2g9z4d3EFMW,Trompa-Mer,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,DataSets\audio\Carmen Miranda - Chica Chica Boom Chic.mp3,DataSets\img\Carmen Miranda - Chica Chica Boom Chic.npy,128.0,8228.0
4KvcjjSFr18c3Tm1X3O365,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Roberto Carlos - Esa Mujer (feat. Alejandro Sanz).mp3,DataSets\img\Roberto Carlos - Esa Mujer (feat. Alejandro Sanz).npy,128.0,18301.0
5hQJQPzIyU8oo7XWQpttYx,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Gilberto Gil - Ouço.mp3,DataSets\img\Gilberto Gil - Ouço.npy,128.0,27851.0
2efSFJqV3SuXd113QWcQgG,Trompa-Mer,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Fernanda Cabral - Praianos (feat. Chico César).mp3,DataSets\img\Fernanda Cabral - Praianos (feat. Chico César).npy,128.0,33723.0
5G3DIojPwYLhkgem62QmFU,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Chico Science - Da Lama ao Caos.mp3,DataSets\img\Chico Science - Da Lama ao Caos.npy,128.0,27180.0
0PHGV9pWYv91WCeCXhdWye,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Elis Regina - Triste.mp3,DataSets\img\Elis Regina - Triste.npy,128.0,8965.0
1ZHfMFfKdpFmAIAXIWK9LH,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,DataSets\audio\Baden Powell - Canto de Ossanha.mp3,DataSets\img\Baden Powell - Canto de Ossanha.npy,128.0,25500.0
4bTtcW1liG0xX7nizfwSow,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\João Gilberto - Ela é Carioca.mp3,DataSets\img\João Gilberto - Ela é Carioca.npy,128.0,18301.0
3bPfrgEYx4ncxqTHpVgfC8,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Luciana Souza - Meu Pai.mp3,DataSets\img\Luciana Souza - Meu Pai.npy,128.0,26158.0
5ZtJHTii7VocLmeLhZ29Jf,Trompa-Mer,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,DataSets\audio\Dinho Nascimento - Tainá.mp3,DataSets\img\Dinho Nascimento - Tainá.npy,128.0,22420.0
6UGwNqWs6ruNU2dIrEJ8a0,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Astrud Gilberto - Água de Beber.mp3,DataSets\img\Astrud Gilberto - Água de Beber.npy,128.0,7880.0
5kB8WUUla9s2w7yXD7h4CQ,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Luis Miguel - Sabor a Mi.mp3,DataSets\img\Luis Miguel - Sabor a Mi.npy,128.0,18504.0
382STQaG5Tmbgl7c50ympq,Trompa-Mer,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,DataSets\audio\María de Lourdes - Que Te Vaya Bonito.mp3,DataSets\img\María de Lourdes - Que Te Vaya Bonito.npy,128.0,23462.0
64DGQA87X5eZeOlnxIygsR,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Vicente Fernández - Por Si Volvieras.mp3,DataSets\img\Vicente Fernández - Por Si Volvieras.npy,128.0,24314.0
19OBH0CBxyhMyTwlxjVC0m,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Armando Manzanero - Mía.mp3,DataSets\img\Armando Manzanero - Mía.npy,128.0,13175.0
1jE8GlykZ1yw0RAor8Z8zP,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Jaguares - No Importa.mp3,DataSets\img\Jaguares - No Importa.npy,128.0,12462.0
135Ns5af7wyS7pOgeBRxJv,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Trío Cantores del Pánuco - El Sacamandú.mp3,DataSets\img\Trío Cantores del Pánuco - El Sacamandú.npy,128.0,24102.0
4akA0jXMAwk1KVg7F2pHbF,Trompa-Mer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,DataSets\audio\Mike Laure Jr - Atrevete y Cuentale.mp3,DataSets\img\Mike Laure Jr - Atrevete y Cuentale.npy,128.0,19839.0
72qbqvuzJN0fZJXVRNVf30,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Los Caminantes - Puruxón Cahuicia.mp3,DataSets\img\Los Caminantes - Puruxón Cahuicia.npy,128.0,21300.0
6S4ZDhnPA6usxi7gSzC7HT,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Isidro Lopez - A Ver Si Me Olvidas.mp3,DataSets\img\Isidro Lopez - A Ver Si Me Olvidas.npy,128.0,16242.0
2QQMjvrRlC0zBQCrlWijSf,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Los Hermanos Pérez Maya - La Presumida.mp3,DataSets\img\Los Hermanos Pérez Maya - La Presumida.npy,128.0,21300.0
3jylBcSC2wYbH6QVD9Sadn,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Cristina Maica - Qué Te Pasa Corazón.mp3,DataSets\img\Cristina Maica - Qué Te Pasa Corazón.npy,128.0,19066.0
1ziEb2b34hEssVrITjrX5a,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Marco Toro Y Su Ensamble - Civilizacion.mp3,DataSets\img\Marco Toro Y Su Ensamble - Civilizacion.npy,128.0,18173.0
6mnNjGT492kwXUGXvFEAjN,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1h3LHues4x1LNBWXr3lqFI,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Vasallos del Sol - Sirenas.mp3,DataSets\img\Vasallos del Sol - Sirenas.npy,128.0,13243.0
5sKkHrBJeXaJVxsKF7iRXP,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Alberto Naranjo - Sin Tu Mirada.mp3,DataSets\img\Alberto Naranjo - Sin Tu Mirada.npy,128.0,23123.0
1IfwdtV2kstO6WqKUpOQy5,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Soledad Bravo - Los caminos.mp3,DataSets\img\Soledad Bravo - Los caminos.npy,128.0,19970.0
2FcmSfTV12yWU82c4VuHKJ,Trompa-Mer,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,DataSets\audio\Urbango Eduardo Baró - Milonga del 900.mp3,DataSets\img\Urbango Eduardo Baró - Milonga del 900.npy,128.0,18230.0
